po_number,order_date,part_number,part_family,complexity,supplier_id,quantity_ordered,total_value,nominal_lead_time,actual_lead_time,on_time_to_commit,external_factors,critical_part
PO_011195,2023-07-03,CABL_0282,Cables,Low,SUP_CABLE_002,1,85.69,28,73,False,Semiconductor_Shortage,False
PO_011196,2024-06-26,CABL_0291,Cables,Medium,SUP_CABLE_003,1,101.74,43,43,True,None,False
PO_011197,2023-06-29,SHEE_0068,Sheet_Metal,Medium,SUP_SHEET_002,3,872.71,18,55,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011198,2024-12-20,CONS_0617,Consumables,Medium,SUP_CONS_001,1515,38338.11,15,32,False,Christmas_Shutdown,True
PO_011199,2023-05-17,ELEC_0223,Electronics_Components,Low,SUP_ELEC_004,146,1999.46,51,93,False,Semiconductor_Shortage,False
PO_011200,2023-06-07,MACH_0043,Machined_Parts,Medium,SUP_MACH_003,39,24455.98,31,57,False,Semiconductor_Shortage,False
PO_011201,2023-06-12,CABL_0261,Cables,Medium,SUP_CABLE_001,69,1306.23,31,37,False,Tariff_Impact,False
PO_011202,2024-02-15,CONS_0677,Consumables,Medium,SUP_CONS_004,3765,145520.58,16,24,False,Chinese_New_Year,False
PO_011203,2024-01-17,CONS_0564,Consumables,Medium,SUP_CONS_003,747,11775.4,13,13,True,None,False
PO_011204,2024-03-09,CABL_0265,Cables,High,SUP_CABLE_002,1,210.92,48,46,True,None,False
PO_011205,2022-08-09,CONS_0631,Consumables,Medium,SUP_CONS_004,748,45788.57,16,40,True,Semiconductor_Shortage,False
PO_011206,2024-07-12,ELEC_0133,Electronics_Components,Medium,SUP_ELEC_005,15,1379.86,73,81,False,None,False
PO_011207,2023-06-13,MACH_0035,Machined_Parts,High,SUP_MACH_004,9,3132.14,46,111,True,Semiconductor_Shortage,False
PO_011208,2022-12-21,MACH_0003,Machined_Parts,Low,SUP_MACH_004,8,3875.48,25,87,True,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_011209,2024-10-22,FORG_0361,Forgings,High,SUP_FORG_001,73,63151.32,126,93,False,None,False
PO_011210,2022-04-14,CAST_0347,Castings,Low,SUP_CAST_001,7,1573.3,64,134,False,Semiconductor_Shortage,False
PO_011211,2024-04-03,CONS_0681,Consumables,Low,SUP_CONS_004,145,195.46,7,7,True,None,True
PO_011212,2022-06-23,CAST_0315,Castings,Low,SUP_CAST_001,12,2003.35,40,69,False,Semiconductor_Shortage,False
PO_011213,2023-04-08,ELEC_0227,Electronics_Components,Low,SUP_ELEC_002,75,6431.43,48,111,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011214,2024-04-07,CONS_0604,Consumables,Low,SUP_CONS_003,154,6731.82,5,4,False,None,False
PO_011215,2023-12-12,CONS_0599,Consumables,Medium,SUP_CONS_002,741,13138.87,5,13,True,Semiconductor_Shortage,False
PO_011216,2022-11-02,CONS_0617,Consumables,Medium,SUP_CONS_001,1484,39458.53,15,19,False,Semiconductor_Shortage,True
PO_011217,2024-11-01,CONS_0648,Consumables,Medium,SUP_CONS_004,137,722.8,8,8,False,None,False
PO_011218,2024-08-27,CAST_0325,Castings,Medium,SUP_CAST_002,1,1110.59,102,86,True,None,False
PO_011219,2023-09-29,CONS_0576,Consumables,Medium,SUP_CONS_004,3771,192518.31,16,45,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011220,2023-01-13,CONS_0648,Consumables,Medium,SUP_CONS_004,152,752.36,8,29,True,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_011221,2022-09-18,ELEC_0247,Electronics_Components,High,SUP_ELEC_004,12,115.41,102,102,False,None,True
PO_011222,2023-09-01,ELEC_0194,Electronics_Components,Medium,SUP_ELEC_001,133,10019.14,64,143,False,Semiconductor_Shortage,False
PO_011223,2024-02-06,MACH_0035,Machined_Parts,High,SUP_MACH_004,5,1630.61,46,84,True,Chinese_New_Year,False
PO_011224,2024-12-03,LIGH_0405,Lights,High,SUP_LIGHT_002,2,199.34,51,62,False,None,False
PO_011225,2022-06-15,SHEE_0077,Sheet_Metal,Low,SUP_SHEET_003,36,3009.27,20,37,True,Semiconductor_Shortage,False
PO_011226,2023-04-01,CONS_0554,Consumables,Medium,SUP_CONS_001,375,10800.41,6,12,False,Semiconductor_Shortage,False
PO_011227,2023-02-22,ELEC_0246,Electronics_Components,Medium,SUP_ELEC_004,149,17191.15,53,222,True,"Chinese_New_Year,Weather_Disruption,Semiconductor_Shortage",False
PO_011228,2024-07-01,CABL_0291,Cables,Medium,SUP_CABLE_003,1,103.74,43,51,True,None,False
PO_011229,2024-06-05,CONS_0622,Consumables,Low,SUP_CONS_003,1521,30951.83,12,13,False,None,False
PO_011230,2024-06-30,CONS_0590,Consumables,Low,SUP_CONS_001,3726,96074.4,8,9,False,None,False
PO_011231,2022-12-06,ELEC_0179,Electronics_Components,High,SUP_ELEC_004,39,1158.58,75,90,False,None,False
PO_011232,2022-10-06,CONS_0602,Consumables,Medium,SUP_CONS_004,3751,161215.19,4,6,False,Semiconductor_Shortage,False
PO_011233,2022-05-12,CONS_0644,Consumables,Low,SUP_CONS_004,365,10785.52,7,12,True,Semiconductor_Shortage,False
PO_011234,2023-04-19,ASSE_0474,Assembled_Kits,Medium,SUP_ASSY_001,79,147619.28,137,260,False,Semiconductor_Shortage,False
PO_011235,2022-01-27,CABL_0254,Cables,Medium,SUP_CABLE_002,16,2295.19,33,73,True,"Chinese_New_Year,Weather_Disruption",True
PO_011236,2024-05-21,CONS_0687,Consumables,Medium,SUP_CONS_002,393,20487.51,9,11,True,Tariff_Impact,False
PO_011237,2022-12-07,CONS_0588,Consumables,Low,SUP_CONS_002,3761,13158.48,5,9,True,Semiconductor_Shortage,False
PO_011238,2022-06-29,CONS_0570,Consumables,Low,SUP_CONS_002,764,17280.23,9,25,True,Semiconductor_Shortage,False
PO_011239,2023-11-01,CAST_0306,Castings,Medium,SUP_CAST_002,12,10425.31,75,192,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011240,2023-12-07,MACH_0049,Machined_Parts,Low,SUP_MACH_002,12,4395.11,19,61,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011241,2024-11-10,LIGH_0435,Lights,Medium,SUP_LIGHT_001,7,1548.23,24,23,False,None,True
PO_011242,2024-01-03,CONS_0524,Consumables,Low,SUP_CONS_004,1498,54199.14,7,9,False,None,False
PO_011243,2022-12-18,ELEC_0192,Electronics_Components,Medium,SUP_ELEC_005,81,5770.61,83,73,True,None,False
PO_011244,2022-08-03,ELEC_0105,Electronics_Components,Medium,SUP_ELEC_003,39,2580.24,72,104,False,Semiconductor_Shortage,False
PO_011245,2024-02-04,ASSE_0483,Assembled_Kits,Medium,SUP_ASSY_003,35,250604.03,107,119,True,None,True
PO_011246,2022-10-30,CABL_0295,Cables,Medium,SUP_CABLE_002,17,1205.48,39,76,True,Semiconductor_Shortage,False
PO_011247,2022-01-15,LIGH_0447,Lights,Low,SUP_LIGHT_002,33,4092.38,27,74,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_011248,2022-01-21,FORG_0352,Forgings,Medium,SUP_FORG_001,7,8031.77,68,187,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_011249,2023-02-06,CAST_0309,Castings,Low,SUP_CAST_002,76,39003.11,33,109,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_011250,2023-08-05,ELEC_0111,Electronics_Components,Medium,SUP_ELEC_003,80,2317.55,49,91,True,Semiconductor_Shortage,False
PO_011251,2022-10-17,CAST_0309,Castings,Low,SUP_CAST_002,78,38431.04,33,36,True,None,False
PO_011252,2022-01-30,CONS_0651,Consumables,Low,SUP_CONS_004,158,5525.3,9,33,False,"Chinese_New_Year,Weather_Disruption,Semiconductor_Shortage",False
PO_011253,2022-06-23,FORG_0373,Forgings,Low,SUP_FORG_001,1,691.92,44,58,True,None,False
PO_011254,2024-02-27,ELEC_0149,Electronics_Components,Medium,SUP_ELEC_003,16,1059.39,70,91,True,Chinese_New_Year,False
PO_011255,2023-08-02,MACH_0019,Machined_Parts,Low,SUP_MACH_004,68,31770.3,20,57,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011256,2024-01-03,SHEE_0073,Sheet_Metal,Medium,SUP_SHEET_002,43,8258.06,25,26,False,None,False
PO_011257,2022-05-18,ELEC_0184,Electronics_Components,High,SUP_ELEC_004,15,445.94,108,185,False,Semiconductor_Shortage,False
PO_011258,2022-10-15,CONS_0581,Consumables,Low,SUP_CONS_001,378,19079.42,6,12,True,Semiconductor_Shortage,False
PO_011259,2023-01-07,CONS_0633,Consumables,Medium,SUP_CONS_004,724,17032.66,9,7,False,None,False
PO_011260,2024-11-09,CONS_0689,Consumables,Low,SUP_CONS_002,1498,52700.83,10,10,False,None,False
PO_011261,2024-11-08,CAST_0318,Castings,Medium,SUP_CAST_002,14,11203.63,64,62,False,None,False
PO_011262,2023-03-14,ELEC_0147,Electronics_Components,Medium,SUP_ELEC_003,140,10442.36,63,105,False,Semiconductor_Shortage,False
PO_011263,2022-07-24,CONS_0692,Consumables,Low,SUP_CONS_001,3753,47186.1,10,17,False,Semiconductor_Shortage,False
PO_011264,2023-09-26,CONS_0632,Consumables,High,SUP_CONS_001,761,61834.11,20,61,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011265,2023-06-09,CONS_0585,Consumables,Low,SUP_CONS_002,778,32328.85,6,16,True,"Tariff_Impact,Semiconductor_Shortage",True
PO_011266,2024-03-06,SHEE_0071,Sheet_Metal,Low,SUP_SHEET_001,11,1175.7,16,23,False,Tariff_Impact,False
PO_011267,2022-05-17,FORG_0369,Forgings,Medium,SUP_FORG_001,2,2569.28,72,119,True,Semiconductor_Shortage,False
PO_011268,2022-11-16,MACH_0036,Machined_Parts,Medium,SUP_MACH_001,39,9233.43,22,45,True,Semiconductor_Shortage,False
PO_011269,2022-05-12,MACH_0002,Machined_Parts,Low,SUP_MACH_004,37,2850.12,26,51,True,Semiconductor_Shortage,False
PO_011270,2024-07-11,CONS_0677,Consumables,Medium,SUP_CONS_004,3807,144183.89,16,13,True,None,False
PO_011271,2022-01-27,CAST_0345,Castings,Low,SUP_CAST_002,1,143.09,52,44,True,None,False
PO_011272,2022-05-09,FORG_0393,Forgings,Low,SUP_FORG_001,41,18329.61,82,78,False,None,False
PO_011273,2024-01-08,CAST_0339,Castings,Medium,SUP_CAST_002,8,981.09,104,125,False,Chinese_New_Year,False
PO_011274,2022-04-15,SHEE_0065,Sheet_Metal,High,SUP_SHEET_002,8,2902.28,21,37,False,Semiconductor_Shortage,False
PO_011275,2023-01-06,CABL_0293,Cables,Low,SUP_CABLE_001,2,202.17,26,102,False,"Chinese_New_Year,Tariff_Impact,Semiconductor_Shortage",False
PO_011276,2022-06-19,FORG_0351,Forgings,High,SUP_FORG_002,5,5097.42,119,148,True,None,False
PO_011277,2024-10-23,LIGH_0447,Lights,Low,SUP_LIGHT_002,33,4106.71,27,23,True,None,False
PO_011278,2022-08-29,ELEC_0218,Electronics_Components,Medium,SUP_ELEC_002,87,4551.51,64,96,False,Semiconductor_Shortage,False
PO_011279,2024-10-13,CONS_0537,Consumables,Medium,SUP_CONS_001,3728,54571.65,7,7,False,None,False
PO_011280,2022-04-29,ASSE_0477,Assembled_Kits,Medium,SUP_ASSY_001,35,226229.85,157,272,False,Semiconductor_Shortage,False
PO_011281,2023-05-21,LIGH_0441,Lights,Low,SUP_LIGHT_001,15,3564.11,40,79,False,Semiconductor_Shortage,False
PO_011282,2022-08-22,SHEE_0063,Sheet_Metal,Low,SUP_SHEET_002,78,6023.67,20,18,False,None,False
PO_011283,2023-05-31,CONS_0522,Consumables,Low,SUP_CONS_004,756,16811.54,3,4,True,Tariff_Impact,False
PO_011284,2024-07-07,ELEC_0129,Electronics_Components,Medium,SUP_ELEC_002,18,1438.0,44,37,True,None,False
PO_011285,2023-04-26,CONS_0578,Consumables,Low,SUP_CONS_003,384,17586.07,6,10,False,Tariff_Impact,False
PO_011286,2022-11-23,CAST_0337,Castings,Low,SUP_CAST_002,2,1523.46,37,87,True,Semiconductor_Shortage,False
PO_011287,2024-11-12,CONS_0553,Consumables,Medium,SUP_CONS_004,3729,84909.4,12,11,False,None,False
PO_011288,2024-07-01,FORG_0382,Forgings,High,SUP_FORG_002,7,4308.67,114,104,True,None,False
PO_011289,2024-02-11,CABL_0298,Cables,Low,SUP_CABLE_002,6,630.27,18,21,False,None,False
PO_011290,2024-01-30,CONS_0513,Consumables,Low,SUP_CONS_002,3798,166547.32,13,17,False,Chinese_New_Year,False
PO_011291,2024-12-12,ELEC_0107,Electronics_Components,Medium,SUP_ELEC_004,17,2261.96,49,35,False,None,False
PO_011292,2023-04-21,ELEC_0242,Electronics_Components,Medium,SUP_ELEC_005,374,19382.22,56,131,False,Semiconductor_Shortage,False
PO_011293,2022-05-08,FORG_0352,Forgings,Medium,SUP_FORG_001,10,11586.54,68,81,True,None,False
PO_011294,2024-02-28,CONS_0599,Consumables,Medium,SUP_CONS_002,751,13775.66,5,4,True,None,False
PO_011295,2023-09-15,MACH_0029,Machined_Parts,Low,SUP_MACH_003,37,10373.96,27,63,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011296,2024-10-19,CAST_0328,Castings,Medium,SUP_CAST_001,70,57172.37,46,46,False,None,True
PO_011297,2024-02-28,ELEC_0242,Electronics_Components,Medium,SUP_ELEC_005,372,18190.21,56,117,True,"Chinese_New_Year,Tariff_Impact",False
PO_011298,2022-01-03,MACH_0011,Machined_Parts,High,SUP_MACH_001,36,22820.18,53,122,False,"Chinese_New_Year,Semiconductor_Shortage",False
PO_011299,2023-02-17,CABL_0263,Cables,Low,SUP_CABLE_001,10,1044.7,18,39,False,Semiconductor_Shortage,True
PO_011300,2023-04-24,ASSE_0496,Assembled_Kits,Medium,SUP_ASSY_002,8,53533.44,67,86,False,Semiconductor_Shortage,False
PO_011301,2022-03-08,CAST_0335,Castings,Medium,SUP_CAST_002,34,38203.08,62,100,True,Semiconductor_Shortage,False
PO_011302,2024-07-27,FORG_0392,Forgings,Low,SUP_FORG_001,35,25239.93,39,24,True,None,False
PO_011303,2024-11-04,CONS_0503,Consumables,Low,SUP_CONS_002,1519,36060.79,11,12,False,None,False
PO_011304,2023-04-17,CONS_0673,Consumables,Medium,SUP_CONS_004,147,6713.27,14,31,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011305,2024-06-28,FORG_0381,Forgings,Medium,SUP_FORG_001,77,89934.19,53,68,True,None,False
PO_011306,2024-06-01,LIGH_0432,Lights,Medium,SUP_LIGHT_003,16,4977.07,48,53,False,None,False
PO_011307,2024-07-16,CONS_0631,Consumables,Medium,SUP_CONS_004,749,44523.45,16,9,True,None,False
PO_011308,2023-07-07,CONS_0537,Consumables,Medium,SUP_CONS_001,3777,56412.72,7,15,False,Semiconductor_Shortage,False
PO_011309,2023-09-16,SHEE_0081,Sheet_Metal,High,SUP_SHEET_001,1,286.08,37,32,True,None,False
PO_011310,2022-03-07,MACH_0038,Machined_Parts,Medium,SUP_MACH_002,31,16283.43,22,21,True,None,False
PO_011311,2022-06-08,SHEE_0099,Sheet_Metal,Medium,SUP_SHEET_001,34,3809.79,11,27,True,Semiconductor_Shortage,False
PO_011312,2024-09-18,ELEC_0210,Electronics_Components,Low,SUP_ELEC_003,369,6021.16,26,24,True,None,False
PO_011313,2022-01-01,CAST_0312,Castings,High,SUP_CAST_001,73,39995.72,127,207,True,Christmas_Shutdown,False
PO_011314,2023-12-27,FORG_0400,Forgings,High,SUP_FORG_002,16,9491.32,152,831,False,"Weather_Disruption,Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_011315,2022-02-28,ASSE_0456,Assembled_Kits,Medium,SUP_ASSY_003,13,87721.59,78,282,False,"Chinese_New_Year,Semiconductor_Shortage",True
PO_011316,2022-09-01,MACH_0026,Machined_Parts,Medium,SUP_MACH_004,7,2391.72,22,44,True,Semiconductor_Shortage,False
PO_011317,2022-08-12,CONS_0576,Consumables,Medium,SUP_CONS_004,3695,185107.7,16,33,False,Semiconductor_Shortage,False
PO_011318,2024-06-27,SHEE_0077,Sheet_Metal,Low,SUP_SHEET_003,42,3256.71,20,33,False,Tariff_Impact,False
PO_011319,2024-05-03,CONS_0532,Consumables,Low,SUP_CONS_002,1529,23586.8,9,7,False,None,True
PO_011320,2022-11-27,CABL_0259,Cables,High,SUP_CABLE_001,73,2282.05,33,57,True,"Weather_Disruption,Semiconductor_Shortage",True
PO_011321,2023-07-04,ASSE_0486,Assembled_Kits,Medium,SUP_ASSY_001,2,14007.22,145,168,False,None,False
PO_011322,2023-12-05,CONS_0676,Consumables,Medium,SUP_CONS_004,3721,2294.72,17,35,True,Semiconductor_Shortage,False
PO_011323,2024-06-05,CONS_0646,Consumables,Medium,SUP_CONS_001,372,26211.7,19,24,False,Tariff_Impact,False
PO_011324,2022-01-12,CONS_0615,Consumables,Low,SUP_CONS_003,1512,50631.08,8,14,False,Semiconductor_Shortage,False
PO_011325,2024-03-03,ASSE_0493,Assembled_Kits,Low,SUP_ASSY_001,8,3959.62,50,63,False,Tariff_Impact,False
PO_011326,2023-11-14,LIGH_0406,Lights,Low,SUP_LIGHT_003,16,4258.36,22,42,False,Semiconductor_Shortage,False
PO_011327,2024-11-15,ELEC_0141,Electronics_Components,Medium,SUP_ELEC_001,12,1065.3,83,85,False,Weather_Disruption,False
PO_011328,2022-03-27,MACH_0020,Machined_Parts,Low,SUP_MACH_004,73,23348.13,21,45,False,Semiconductor_Shortage,False
PO_011329,2024-07-22,CONS_0590,Consumables,Low,SUP_CONS_001,3786,96673.81,8,7,True,None,False
PO_011330,2024-04-12,SHEE_0079,Sheet_Metal,High,SUP_SHEET_002,80,27123.4,17,28,False,Tariff_Impact,False
PO_011331,2023-02-14,CAST_0347,Castings,Low,SUP_CAST_001,7,1484.65,64,176,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011332,2024-07-04,CONS_0576,Consumables,Medium,SUP_CONS_004,3731,182123.85,16,18,False,None,False
PO_011333,2023-10-10,MACH_0001,Machined_Parts,Low,SUP_MACH_001,87,39544.54,24,69,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011334,2024-06-29,CONS_0522,Consumables,Low,SUP_CONS_004,774,15854.86,3,4,True,Tariff_Impact,False
PO_011335,2022-02-17,FORG_0363,Forgings,Low,SUP_FORG_001,7,6957.42,47,84,False,Chinese_New_Year,False
PO_011336,2022-03-26,ASSE_0499,Assembled_Kits,Medium,SUP_ASSY_003,8,21162.49,102,223,True,Semiconductor_Shortage,False
PO_011337,2023-12-19,ASSE_0472,Assembled_Kits,Low,SUP_ASSY_002,35,77453.91,65,506,False,"Tariff_Impact,Semiconductor_Shortage,Christmas_Shutdown",False
PO_011338,2023-05-19,ELEC_0203,Electronics_Components,Low,SUP_ELEC_001,366,29568.32,28,63,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011339,2022-11-14,CONS_0519,Consumables,Medium,SUP_CONS_002,356,20853.59,20,21,True,None,False
PO_011340,2023-12-05,CONS_0622,Consumables,Low,SUP_CONS_003,1483,32686.15,12,14,True,None,False
PO_011341,2023-03-10,CONS_0668,Consumables,Low,SUP_CONS_001,1498,47288.12,4,6,False,Semiconductor_Shortage,False
PO_011342,2023-01-04,MACH_0036,Machined_Parts,Medium,SUP_MACH_001,37,8856.71,22,31,False,Weather_Disruption,False
PO_011343,2023-08-09,CONS_0577,Consumables,High,SUP_CONS_001,153,807.07,26,64,True,Semiconductor_Shortage,True
PO_011344,2022-08-08,CABL_0260,Cables,Low,SUP_CABLE_001,43,3903.8,28,75,True,Semiconductor_Shortage,False
PO_011345,2022-05-20,ELEC_0203,Electronics_Components,Low,SUP_ELEC_001,378,30717.34,28,51,False,Semiconductor_Shortage,False
PO_011346,2024-02-20,SHEE_0097,Sheet_Metal,Low,SUP_SHEET_003,2,173.27,18,23,False,Chinese_New_Year,False
PO_011347,2022-01-30,ELEC_0181,Electronics_Components,Medium,SUP_ELEC_001,15,1091.72,49,74,True,Chinese_New_Year,False
PO_011348,2023-11-10,ELEC_0113,Electronics_Components,Low,SUP_ELEC_001,366,1522.68,40,97,True,"Weather_Disruption,Semiconductor_Shortage",False
PO_011349,2024-10-14,ELEC_0221,Electronics_Components,Medium,SUP_ELEC_003,13,542.44,83,79,False,None,False
PO_011350,2024-12-11,ELEC_0138,Electronics_Components,Medium,SUP_ELEC_001,17,1016.88,55,37,True,None,False
PO_011351,2024-05-13,LIGH_0430,Lights,Medium,SUP_LIGHT_003,68,25076.89,48,56,True,None,False
PO_011352,2022-08-11,MACH_0005,Machined_Parts,Low,SUP_MACH_004,16,1124.74,27,21,False,None,False
PO_011353,2024-03-28,FORG_0357,Forgings,Medium,SUP_FORG_002,39,60299.54,67,73,True,None,False
PO_011354,2024-09-06,MACH_0024,Machined_Parts,Medium,SUP_MACH_001,13,8510.75,39,38,False,None,False
PO_011355,2024-10-25,CAST_0309,Castings,Low,SUP_CAST_002,78,40807.09,33,34,True,None,False
PO_011356,2024-12-02,CAST_0344,Castings,Medium,SUP_CAST_001,17,12447.87,79,88,False,None,True
PO_011357,2023-10-13,CAST_0350,Castings,Low,SUP_CAST_001,38,24441.41,59,73,True,Tariff_Impact,False
PO_011358,2023-04-23,CONS_0658,Consumables,Low,SUP_CONS_003,376,6718.36,12,36,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011359,2022-01-03,ELEC_0119,Electronics_Components,Medium,SUP_ELEC_004,386,13869.78,45,114,False,Semiconductor_Shortage,True
PO_011360,2023-06-28,CABL_0262,Cables,Low,SUP_CABLE_003,40,3449.28,21,44,True,Semiconductor_Shortage,True
PO_011361,2023-06-28,CONS_0675,Consumables,Low,SUP_CONS_002,733,33997.2,13,30,False,"Tariff_Impact,Semiconductor_Shortage",False
PO_011362,2022-10-31,ELEC_0203,Electronics_Components,Low,SUP_ELEC_001,367,31390.5,28,63,False,Semiconductor_Shortage,False
PO_011363,2022-11-20,ASSE_0463,Assembled_Kits,High,SUP_ASSY_002,7,16837.08,198,342,True,Semiconductor_Shortage,False
PO_011364,2022-03-05,CONS_0597,Consumables,Low,SUP_CONS_004,779,21668.77,6,10,True,Semiconductor_Shortage,False
PO_011365,2023-09-10,ELEC_0122,Electronics_Components,Medium,SUP_ELEC_004,17,1535.87,70,180,False,Semiconductor_Shortage,True
PO_011366,2022-08-07,CONS_0590,Consumables,Low,SUP_CONS_001,3750,99893.31,8,15,False,Semiconductor_Shortage,False
PO_011367,2022-12-28,CONS_0548,Consumables,Low,SUP_CONS_001,719,12068.38,13,39,False,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_011368,2024-04-01,FORG_0365,Forgings,Low,SUP_FORG_002,1,786.24,59,95,False,Tariff_Impact,False
PO_011369,2023-12-02,LIGH_0430,Lights,Medium,SUP_LIGHT_003,76,26798.37,48,82,True,"Weather_Disruption,Tariff_Impact",False
PO_011370,2023-09-14,ELEC_0240,Electronics_Components,Medium,SUP_ELEC_001,77,9453.44,55,168,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011371,2022-05-22,ELEC_0102,Electronics_Components,Low,SUP_ELEC_004,41,3639.89,47,103,False,Semiconductor_Shortage,False
PO_011372,2024-02-27,CONS_0542,Consumables,Medium,SUP_CONS_004,355,2232.03,13,24,True,"Chinese_New_Year,Weather_Disruption",False
PO_011373,2024-10-07,CONS_0664,Consumables,Low,SUP_CONS_004,1490,35395.63,11,10,True,None,False
PO_011374,2022-07-11,CONS_0555,Consumables,Low,SUP_CONS_001,745,10919.89,12,14,True,None,False
PO_011375,2023-01-19,CAST_0330,Castings,Low,SUP_CAST_002,76,9228.8,28,78,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011376,2022-06-12,ELEC_0132,Electronics_Components,Medium,SUP_ELEC_001,12,174.15,38,101,False,Semiconductor_Shortage,True
PO_011377,2024-08-10,CONS_0675,Consumables,Low,SUP_CONS_002,752,34116.79,13,9,False,None,False
PO_011378,2023-06-06,ELEC_0206,Electronics_Components,Low,SUP_ELEC_005,73,3062.98,34,70,False,Semiconductor_Shortage,True
PO_011379,2023-03-22,FORG_0358,Forgings,Low,SUP_FORG_002,1,216.97,71,185,False,Semiconductor_Shortage,False
PO_011380,2023-08-04,CONS_0564,Consumables,Medium,SUP_CONS_003,753,11367.62,13,27,True,Semiconductor_Shortage,False
PO_011381,2023-03-12,ELEC_0227,Electronics_Components,Low,SUP_ELEC_002,76,6719.31,48,134,True,"Tariff_Impact,Semiconductor_Shortage",False
PO_011382,2024-04-18,CONS_0655,Consumables,Low,SUP_CONS_004,1467,73918.47,11,8,False,None,False
PO_011383,2023-11-09,SHEE_0073,Sheet_Metal,Medium,SUP_SHEET_002,37,6684.83,25,23,True,None,False
PO_011384,2024-06-11,CONS_0563,Consumables,Low,SUP_CONS_001,149,6897.75,4,4,True,None,False
PO_011385,2023-12-15,SHEE_0100,Sheet_Metal,Medium,SUP_SHEET_001,81,23044.3,22,44,False,Semiconductor_Shortage,False
PO_011386,2022-04-19,FORG_0389,Forgings,Low,SUP_FORG_002,17,8087.07,65,126,False,Semiconductor_Shortage,True
PO_011387,2024-06-17,ELEC_0120,Electronics_Components,Low,SUP_ELEC_001,142,3168.78,32,41,True,None,False
PO_011388,2024-09-27,CONS_0603,Consumables,Low,SUP_CONS_001,363,6440.17,4,3,False,None,False
PO_011389,2022-05-30,ASSE_0465,Assembled_Kits,Medium,SUP_ASSY_003,18,72457.86,155,154,True,None,False
PO_011390,2022-12-29,LIGH_0449,Lights,Low,SUP_LIGHT_001,2,351.21,18,32,False,Christmas_Shutdown,False
PO_011391,2022-11-20,ELEC_0159,Electronics_Components,Medium,SUP_ELEC_001,151,10686.84,59,65,False,None,False
PO_011392,2023-12-21,SHEE_0090,Sheet_Metal,Medium,SUP_SHEET_002,1,57.14,13,46,True,"Semiconductor_Shortage,Christmas_Shutdown",False
PO_011393,2024-04-20,ELEC_0186,Electronics_Components,Medium,SUP_ELEC_002,35,3761.95,34,31,True,None,False
PO_011394,2024-10-08,ELEC_0245,Electronics_Components,Low,SUP_ELEC_001,156,657.36,30,32,True,None,False
PO_011395,2024-07-29,CONS_0690,Consumables,Low,SUP_CONS_001,1509,11299.98,6,5,True,None,True
PO_011396,2024-06-18,CAST_0334,Castings,Low,SUP_CAST_001,1,160.69,53,47,True,None,False
PO_011397,2022-02-08,MACH_0044,Machined_Parts,Low,SUP_MACH_004,14,5005.71,17,19,True,None,False
PO_011398,2023-08-22,CONS_0648,Consumables,Medium,SUP_CONS_004,144,729.84,8,16,False,Semiconductor_Shortage,False
PO_011399,2022-05-30,MACH_0030,Machined_Parts,Low,SUP_MACH_002,39,14525.19,19,29,False,Semiconductor_Shortage,False
PO_011400,2022-02-10,ELEC_0221,Electronics_Components,Medium,SUP_ELEC_003,16,647.27,83,169,True,Semiconductor_Shortage,False
PO_011401,2024-09-14,CAST_0334,Castings,Low,SUP_CAST_001,1,165.65,53,53,False,None,False
PO_011402,2022-01-05,CONS_0663,Consumables,Low,SUP_CONS_004,151,1013.49,9,22,True,"Chinese_New_Year,Weather_Disruption",False
PO_011403,2022-03-19,FORG_0377,Forgings,Low,SUP_FORG_002,77,64497.45,56,41,False,None,False
PO_011404,2022-01-05,CABL_0284,Cables,High,SUP_CABLE_001,38,7391.91,62,102,True,Chinese_New_Year,False
PO_011405,2023-01-12,CABL_0267,Cables,High,SUP_CABLE_002,3,731.5,56,84,True,"Chinese_New_Year,Weather_Disruption",False
PO_011406,2024-03-15,CONS_0586,Consumables,Low,SUP_CONS_004,1467,38607.03,3,3,False,None,True
PO_011407,2022-05-23,ELEC_0136,Electronics_Components,Low,SUP_ELEC_003,387,6368.0,26,25,False,None,False
